Index|Query
Q851|SELECT * WHERE { ?x <http://dbpedia.org/ontology/routeNumber> ?y .} LIMIT 100000
Q852|SELECT * WHERE { ?x <http://dbpedia.org/property/releaseDate> ?y .} LIMIT 100000
Q853|SELECT * WHERE { ?x <http://dbpedia.org/ontology/draftPick> ?y .} LIMIT 100000
Q854|SELECT * WHERE { ?x <http://dbpedia.org/property/seatChange> ?y .} LIMIT 100000
Q855|SELECT * WHERE { ?x <http://dbpedia.org/property/d> ?y .} LIMIT 100000
Q856|SELECT * WHERE { ?x <http://dbpedia.org/property/plus/minus> ?y .} LIMIT 100000
Q857|SELECT * WHERE { ?x <http://dbpedia.org/property/toss> ?y .} LIMIT 100000
Q858|SELECT * WHERE { ?x <http://dbpedia.org/property/gender> ?y .} LIMIT 100000
Q859|SELECT * WHERE { ?x <http://dbpedia.org/property/story> ?y .} LIMIT 100000
Q860|SELECT * WHERE { ?x <http://dbpedia.org/property/demographics2Title> ?y .} LIMIT 100000
Q861|SELECT * WHERE { ?x <http://dbpedia.org/property/runsTeam2Inns> ?y .} LIMIT 100000
Q862|SELECT * WHERE { ?x <http://dbpedia.org/ontology/numberOfSeasons> ?y .} LIMIT 100000
Q863|SELECT * WHERE { ?x <http://dbpedia.org/property/direction> ?y .} LIMIT 100000
Q864|SELECT * WHERE { ?x <http://dbpedia.org/property/fivefor> ?y .} LIMIT 100000
Q865|SELECT * WHERE { ?x <http://dbpedia.org/ontology/routeStartDirection> ?y .} LIMIT 100000
Q866|SELECT * WHERE { ?x <http://dbpedia.org/property/dob> ?y .} LIMIT 100000
Q867|SELECT * WHERE { ?x <http://dbpedia.org/property/metricFirst> ?y .} LIMIT 100000
Q868|SELECT * WHERE { ?x <http://dbpedia.org/property/dialCode> ?y .} LIMIT 100000
Q869|SELECT * WHERE { ?x <http://dbpedia.org/property/mc> ?y .} LIMIT 100000
Q870|SELECT * WHERE { ?x <http://dbpedia.org/property/superfamilia> ?y .} LIMIT 100000
Q871|SELECT * WHERE { ?x <http://dbpedia.org/ontology/routeEndDirection> ?y .} LIMIT 100000
Q872|SELECT * WHERE { ?x <http://dbpedia.org/property/group> ?y .} LIMIT 100000
Q873|SELECT * WHERE { ?x <http://dbpedia.org/ontology/oclc> ?y .} LIMIT 100000
Q874|SELECT * WHERE { ?x <http://dbpedia.org/property/formed> ?y .} LIMIT 100000
Q875|SELECT * WHERE { ?x <http://dbpedia.org/ontology/formerCallsign> ?y .} LIMIT 100000
Q876|SELECT * WHERE { ?x <http://dbpedia.org/property/pastteams> ?y .} LIMIT 100000
Q877|SELECT * WHERE { ?x <http://dbpedia.org/property/novLowC> ?y .} LIMIT 100000
Q878|SELECT * WHERE { ?x <http://dbpedia.org/property/janHighC> ?y .} LIMIT 100000
Q879|SELECT * WHERE { ?x <http://dbpedia.org/property/janLowC> ?y .} LIMIT 100000
Q880|SELECT * WHERE { ?x <http://dbpedia.org/property/aprLowC> ?y .} LIMIT 100000
Q881|SELECT * WHERE { ?x <http://dbpedia.org/property/augLowC> ?y .} LIMIT 100000
Q882|SELECT * WHERE { ?x <http://dbpedia.org/property/marHighC> ?y .} LIMIT 100000
Q883|SELECT * WHERE { ?x <http://dbpedia.org/property/mayHighC> ?y .} LIMIT 100000
Q884|SELECT * WHERE { ?x <http://dbpedia.org/property/decLowC> ?y .} LIMIT 100000
Q885|SELECT * WHERE { ?x <http://dbpedia.org/property/decHighC> ?y .} LIMIT 100000
Q886|SELECT * WHERE { ?x <http://dbpedia.org/property/febLowC> ?y .} LIMIT 100000
Q887|SELECT * WHERE { ?x <http://dbpedia.org/property/novHighC> ?y .} LIMIT 100000
Q888|SELECT * WHERE { ?x <http://dbpedia.org/property/febHighC> ?y .} LIMIT 100000
Q889|SELECT * WHERE { ?x <http://dbpedia.org/property/octLowC> ?y .} LIMIT 100000
Q890|SELECT * WHERE { ?x <http://dbpedia.org/property/julLowC> ?y .} LIMIT 100000
Q891|SELECT * WHERE { ?x <http://dbpedia.org/property/octHighC> ?y .} LIMIT 100000
Q892|SELECT * WHERE { ?x <http://dbpedia.org/property/junHighC> ?y .} LIMIT 100000
Q893|SELECT * WHERE { ?x <http://dbpedia.org/property/junLowC> ?y .} LIMIT 100000
Q894|SELECT * WHERE { ?x <http://dbpedia.org/property/julHighC> ?y .} LIMIT 100000
Q895|SELECT * WHERE { ?x <http://dbpedia.org/property/marLowC> ?y .} LIMIT 100000
Q896|SELECT * WHERE { ?x <http://dbpedia.org/property/sepLowC> ?y .} LIMIT 100000
Q897|SELECT * WHERE { ?x <http://dbpedia.org/property/aprHighC> ?y .} LIMIT 100000
Q898|SELECT * WHERE { ?x <http://dbpedia.org/property/augHighC> ?y .} LIMIT 100000
Q899|SELECT * WHERE { ?x <http://dbpedia.org/property/mayLowC> ?y .} LIMIT 100000
Q900|SELECT * WHERE { ?x <http://dbpedia.org/property/cup1Result> ?y .} LIMIT 100000
Q901|SELECT * WHERE { ?x <http://dbpedia.org/property/sepHighC> ?y .} LIMIT 100000
Q902|SELECT * WHERE { ?x <http://dbpedia.org/ontology/college> ?y .} LIMIT 100000
Q903|SELECT * WHERE { ?x <http://dbpedia.org/property/influences> ?y .} LIMIT 100000
Q904|SELECT * WHERE { ?x <http://dbpedia.org/ontology/budget> ?y .} LIMIT 100000
Q905|SELECT * WHERE { ?x <http://dbpedia.org/ontology/presenter> ?y .} LIMIT 100000
Q906|SELECT * WHERE { ?x <http://dbpedia.org/property/campus> ?y .} LIMIT 100000
Q907|SELECT * WHERE { ?x <http://dbpedia.org/property/notableworks> ?y .} LIMIT 100000
Q908|SELECT * WHERE { ?x <http://dbpedia.org/property/highestAttendance> ?y .} LIMIT 100000
Q909|SELECT * WHERE { ?x <http://dbpedia.org/property/lspan> ?y .} LIMIT 100000
Q910|SELECT * WHERE { ?x <http://dbpedia.org/ontology/parentCompany> ?y .} LIMIT 100000
Q911|SELECT * WHERE { ?x <http://dbpedia.org/property/students> ?y .} LIMIT 100000
Q912|SELECT * WHERE { ?x <http://dbpedia.org/property/arena> ?y .} LIMIT 100000
Q913|SELECT * WHERE { ?x <http://dbpedia.org/property/seats%25_> ?y .} LIMIT 100000
Q914|SELECT * WHERE { ?x <http://dbpedia.org/ontology/neighboringMunicipality> ?y .} LIMIT 100000
Q915|SELECT * WHERE { ?x <http://dbpedia.org/property/wicketsTeam2Inns> ?y .} LIMIT 100000
Q916|SELECT * WHERE { ?x <http://dbpedia.org/property/draftYear> ?y .} LIMIT 100000
Q917|SELECT * WHERE { ?x <http://dbpedia.org/property/rangeMap> ?y .} LIMIT 100000
Q918|SELECT * WHERE { ?x <http://dbpedia.org/ontology/shipBeam> ?y .} LIMIT 100000
Q919|SELECT * WHERE { ?x <http://dbpedia.org/property/highschool> ?y .} LIMIT 100000
Q920|SELECT * WHERE { ?x <http://dbpedia.org/property/month> ?y .} LIMIT 100000
Q921|SELECT * WHERE { ?x <http://dbpedia.org/property/gross> ?y .} LIMIT 100000
Q922|SELECT * WHERE { ?x <http://dbpedia.org/ontology/runwayDesignation> ?y .} LIMIT 100000
Q923|SELECT * WHERE { ?x <http://dbpedia.org/ontology/abbreviation> ?y .} LIMIT 100000
Q924|SELECT * WHERE { ?x <http://dbpedia.org/property/scoreTeam1Inns> ?y .} LIMIT 100000
Q925|SELECT * WHERE { ?x <http://dbpedia.org/ontology/stationStructure> ?y .} LIMIT 100000
Q926|SELECT * WHERE { ?x <http://dbpedia.org/property/northeast> ?y .} LIMIT 100000
Q927|SELECT * WHERE { ?x <http://dbpedia.org/property/pb> ?y .} LIMIT 100000
Q928|SELECT * WHERE { ?x <http://dbpedia.org/property/neighboringMunicipalities> ?y .} LIMIT 100000
Q929|SELECT * WHERE { ?x <http://dbpedia.org/property/history> ?y .} LIMIT 100000
Q930|SELECT * WHERE { ?x <http://dbpedia.org/property/careerEnd> ?y .} LIMIT 100000
Q931|SELECT * WHERE { ?x <http://dbpedia.org/property/southwest> ?y .} LIMIT 100000
Q932|SELECT * WHERE { ?x <http://dbpedia.org/property/nearestCity> ?y .} LIMIT 100000
Q933|SELECT * WHERE { ?x <http://dbpedia.org/property/southeast> ?y .} LIMIT 100000
Q934|SELECT * WHERE { ?x <http://dbpedia.org/property/revenue> ?y .} LIMIT 100000
Q935|SELECT * WHERE { ?x <http://dbpedia.org/property/poll> ?y .} LIMIT 100000
Q936|SELECT * WHERE { ?x <http://dbpedia.org/ontology/displacement> ?y .} LIMIT 100000
Q937|SELECT * WHERE { ?x <http://dbpedia.org/property/northwest> ?y .} LIMIT 100000
Q938|SELECT * WHERE { ?x <http://dbpedia.org/property/icd> ?y .} LIMIT 100000
Q939|SELECT * WHERE { ?x <http://dbpedia.org/ontology/agencyStationCode> ?y .} LIMIT 100000
Q940|SELECT * WHERE { ?x <http://dbpedia.org/ontology/isoCodeRegion> ?y .} LIMIT 100000
Q941|SELECT * WHERE { ?x <http://dbpedia.org/ontology/buildingStartDate> ?y .} LIMIT 100000
Q942|SELECT * WHERE { ?x <http://dbpedia.org/property/competitors> ?y .} LIMIT 100000
Q943|SELECT * WHERE { ?x <http://dbpedia.org/ontology/mouthMountain> ?y .} LIMIT 100000
Q944|SELECT * WHERE { ?x <http://dbpedia.org/ontology/mouthPlace> ?y .} LIMIT 100000
Q945|SELECT * WHERE { ?x <http://dbpedia.org/property/episodes> ?y .} LIMIT 100000
Q946|SELECT * WHERE { ?x <http://dbpedia.org/property/distance> ?y .} LIMIT 100000
Q947|SELECT * WHERE { ?x <http://dbpedia.org/property/precededBy> ?y .} LIMIT 100000
Q948|SELECT * WHERE { ?x <http://dbpedia.org/ontology/homeStadium> ?y .} LIMIT 100000
Q949|SELECT * WHERE { ?x <http://dbpedia.org/property/postseason> ?y .} LIMIT 100000
Q950|SELECT * WHERE { ?x <http://dbpedia.org/property/finalteam> ?y .} LIMIT 100000
Q951|SELECT * WHERE { ?x <http://dbpedia.org/property/lowestAttendance> ?y .} LIMIT 100000
Q952|SELECT * WHERE { ?x <http://dbpedia.org/property/list> ?y .} LIMIT 100000
Q953|SELECT * WHERE { ?x <http://dbpedia.org/property/imageName> ?y .} LIMIT 100000
Q954|SELECT * WHERE { ?x <http://dbpedia.org/property/scoreTeam2Inns> ?y .} LIMIT 100000
Q955|SELECT * WHERE { ?x <http://dbpedia.org/property/clubnat> ?y .} LIMIT 100000
Q956|SELECT * WHERE { ?x <http://dbpedia.org/property/doctoralAdvisor> ?y .} LIMIT 100000
Q957|SELECT * WHERE { ?x <http://dbpedia.org/property/incumbent> ?y .} LIMIT 100000
Q958|SELECT * WHERE { ?x <http://dbpedia.org/ontology/battingSide> ?y .} LIMIT 100000
Q959|SELECT * WHERE { ?x <http://dbpedia.org/property/finaldate> ?y .} LIMIT 100000
Q960|SELECT * WHERE { ?x <http://dbpedia.org/property/subsid> ?y .} LIMIT 100000
Q961|SELECT * WHERE { ?x <http://dbpedia.org/property/shipName> ?y .} LIMIT 100000
Q962|SELECT * WHERE { ?x <http://dbpedia.org/property/erp> ?y .} LIMIT 100000
Q963|SELECT * WHERE { ?x <http://dbpedia.org/ontology/operatingSystem> ?y .} LIMIT 100000
Q964|SELECT * WHERE { ?x <http://dbpedia.org/ontology/seatingCapacity> ?y .} LIMIT 100000
Q965|SELECT * WHERE { ?x <http://dbpedia.org/ontology/capacity> ?y .} LIMIT 100000
Q966|SELECT * WHERE { ?x <http://dbpedia.org/property/preceded> ?y .} LIMIT 100000
Q967|SELECT * WHERE { ?x <http://dbpedia.org/property/blank2NameSec> ?y .} LIMIT 100000
Q968|SELECT * WHERE { ?x <http://dbpedia.org/property/pushpinRelief> ?y .} LIMIT 100000
Q969|SELECT * WHERE { ?x <http://dbpedia.org/property/relief> ?y .} LIMIT 100000
Q970|SELECT * WHERE { ?x <http://dbpedia.org/ontology/profession> ?y .} LIMIT 100000
Q971|SELECT * WHERE { ?x <http://dbpedia.org/ontology/draftRound> ?y .} LIMIT 100000
Q972|SELECT * WHERE { ?x <http://dbpedia.org/property/service> ?y .} LIMIT 100000
Q973|SELECT * WHERE { ?x <http://dbpedia.org/property/sc> ?y .} LIMIT 100000
Q974|SELECT * WHERE { ?x <http://dbpedia.org/property/crew> ?y .} LIMIT 100000
Q975|SELECT * WHERE { ?x <http://dbpedia.org/ontology/championInDoubleMale> ?y .} LIMIT 100000
Q976|SELECT * WHERE { ?x <http://dbpedia.org/property/teama> ?y .} LIMIT 100000
Q977|SELECT * WHERE { ?x <http://dbpedia.org/property/tenfor> ?y .} LIMIT 100000
Q978|SELECT * WHERE { ?x <http://dbpedia.org/property/succession> ?y .} LIMIT 100000
Q979|SELECT * WHERE { ?x <http://dbpedia.org/ontology/ingredient> ?y .} LIMIT 100000
Q980|SELECT * WHERE { ?x <http://dbpedia.org/property/operatingSystem> ?y .} LIMIT 100000
Q981|SELECT * WHERE { ?x <http://dbpedia.org/property/affiliation> ?y .} LIMIT 100000
Q982|SELECT * WHERE { ?x <http://dbpedia.org/property/followedBy> ?y .} LIMIT 100000
Q983|SELECT * WHERE { ?x <http://dbpedia.org/property/rev2score> ?y .} LIMIT 100000
Q984|SELECT * WHERE { ?x <http://dbpedia.org/property/batting> ?y .} LIMIT 100000
Q985|SELECT * WHERE { ?x <http://dbpedia.org/property/partsType> ?y .} LIMIT 100000
Q986|SELECT * WHERE { ?x <http://dbpedia.org/property/employer> ?y .} LIMIT 100000
Q987|SELECT * WHERE { ?x <http://dbpedia.org/property/fossilRange> ?y .} LIMIT 100000
Q988|SELECT * WHERE { ?x <http://dbpedia.org/property/alongside> ?y .} LIMIT 100000
Q989|SELECT * WHERE { ?x <http://dbpedia.org/property/border> ?y .} LIMIT 100000
Q990|SELECT * WHERE { ?x <http://dbpedia.org/property/penaltyscore> ?y .} LIMIT 100000
Q991|SELECT * WHERE { ?x <http://dbpedia.org/property/colours> ?y .} LIMIT 100000
Q992|SELECT * WHERE { ?x <http://dbpedia.org/ontology/broadcastStationClass> ?y .} LIMIT 100000
Q993|SELECT * WHERE { ?x <http://dbpedia.org/property/television> ?y .} LIMIT 100000
Q994|SELECT * WHERE { ?x <http://dbpedia.org/ontology/shoots> ?y .} LIMIT 100000
Q995|SELECT * WHERE { ?x <http://dbpedia.org/property/imageWidth> ?y .} LIMIT 100000
Q996|SELECT * WHERE { ?x <http://dbpedia.org/ontology/issn> ?y .} LIMIT 100000
Q997|SELECT * WHERE { ?x <http://dbpedia.org/property/icao> ?y .} LIMIT 100000
Q998|SELECT * WHERE { ?x <http://dbpedia.org/property/volume> ?y .} LIMIT 100000
Q999|SELECT * WHERE { ?x <http://dbpedia.org/property/cspan> ?y .} LIMIT 100000

